stem_id,label,lat,lon,date,force
9917,event-9917,55.79,110.29,22.12.1999,8.7
9918,event-9918,55.77,110.3,22.12.1999,10.2
9919,event-9919,55.76,110.26,22.12.1999,8.6
9920,event-9920,55.77,110.26,23.12.1999,9.4
9921,event-9921,55.75,110.26,23.12.1999,11.1
9922,event-9922,55.77,110.22,23.12.1999,9.7
9923,event-9923,55.76,110.26,23.12.1999,10.1
9924,event-9924,54.42,121.81,24.12.1999,8.8
9925,event-9925,55.78,110.25,24.12.1999,9.4
9926,event-9926,55.76,110.15,25.12.1999,8.9
9927,event-9927,55.78,110.21,26.12.1999,8.8
9928,event-9928,52.54,101.41,26.12.1999,9.5
9929,event-9929,55.77,110.2,27.12.1999,8.6
9930,event-9930,51.68,104.83,27.12.1999,8.8
9931,event-9931,55.78,110.22,28.12.1999,11.7
9932,event-9932,55.74,110.23,28.12.1999,8.8
9933,event-9933,55.8,110.23,29.12.1999,8.8
9934,event-9934,55.29,113.28,30.12.1999,8.6
9935,event-9935,52.61,106.88,30.12.1999,8.9
9936,event-9936,56.22,114.81,31.12.1999,10.4
9937,event-9937,55.8,110.27,02.01.2000,8.8
9938,event-9938,55.77,110.18,02.01.2000,8.7
9939,event-9939,49.86,99.84,02.01.2000,9.3
9940,event-9940,55.77,110.22,03.01.2000,8.6
9941,event-9941,55.75,110.2,05.01.2000,9.1
9942,event-9942,52.69,107.64,06.01.2000,9.1
9943,event-9943,55.76,110.24,06.01.2000,9.1
9944,event-9944,55.75,110.2,06.01.2000,8.7
9945,event-9945,55.76,110.27,06.01.2000,8.7
9946,event-9946,51.68,104.81,08.01.2000,10.2
9947,event-9947,56.37,112.52,08.01.2000,9.3
9948,event-9948,55.77,110.26,09.01.2000,8.9
9949,event-9949,52.55,106.56,12.01.2000,9.8
9950,event-9950,55.79,110.3,12.01.2000,9.4
9951,event-9951,56.37,112.52,13.01.2000,8.9
9952,event-9952,53.33,107.67,13.01.2000,8.7
9953,event-9953,54.67,110.89,14.01.2000,8.6
9954,event-9954,56.1,114.62,18.01.2000,9.5
9955,event-9955,51.7,104.81,22.01.2000,8.7
9956,event-9956,57.3,110.9,22.01.2000,9
9957,event-9957,54.43,120.59,24.01.2000,8.7
9958,event-9958,55.46,109.03,24.01.2000,8.9
9959,event-9959,55.77,110.21,25.01.2000,8.8
9960,event-9960,52.53,106.84,26.01.2000,9.3
9961,event-9961,55.05,110.62,26.01.2000,8.6
9962,event-9962,54.24,110.49,29.01.2000,8.8
9963,event-9963,52.04,105.74,30.01.2000,8.8
9964,event-9964,51.03,103.37,31.01.2000,8.7
9965,event-9965,51.68,104.82,01.02.2000,8.6
9966,event-9966,54.21,117.35,02.02.2000,10.6
9967,event-9967,49.32,119.3,02.02.2000,12.2
9968,event-9968,52.72,100.87,06.02.2000,9
9969,event-9969,55.47,110.76,07.02.2000,10.1
9970,event-9970,55.74,110.24,07.02.2000,9.4
9971,event-9971,51.89,105.3,08.02.2000,9.4
9972,event-9972,55.75,110.24,11.02.2000,8.9
9973,event-9973,48.05,102.91,11.02.2000,9.7
9974,event-9974,56.19,113.96,12.02.2000,9.6
9975,event-9975,49.25,119.19,12.02.2000,8.6
9976,event-9976,56.12,112.25,13.02.2000,9
9977,event-9977,55.74,110.32,18.02.2000,10
9978,event-9978,55.77,110.31,19.02.2000,8.9
9979,event-9979,55.76,110.3,19.02.2000,9
9980,event-9980,55.79,110.27,20.02.2000,9.5
9981,event-9981,55.78,110.31,20.02.2000,9.2
9982,event-9982,55.79,110.26,22.02.2000,8.7
9983,event-9983,51.64,104.82,28.02.2000,10.1
9984,event-9984,55.83,110.21,29.02.2000,8.8
9985,event-9985,56.29,114.06,29.02.2000,8.6
9986,event-9986,53.81,111.68,01.03.2000,9
9987,event-9987,55.72,121.05,04.03.2000,8.9
9988,event-9988,48.1,102.92,05.03.2000,9.4
9989,event-9989,52.72,99.59,09.03.2000,8.6
9990,event-9990,52.36,108.69,12.03.2000,9.6
9991,event-9991,59.29,106.24,17.03.2000,9
9992,event-9992,53.32,107.98,20.03.2000,8.7
9993,event-9993,55.44,110.21,21.03.2000,8.9
9994,event-9994,55.45,110.21,21.03.2000,9.4
9995,event-9995,56.09,114.54,21.03.2000,9.1
9996,event-9996,55.75,110.39,22.03.2000,10
9997,event-9997,55.81,110.33,24.03.2000,10.1
9998,event-9998,54.36,121.01,26.03.2000,9.2
9999,event-9999,56.1,112.44,27.03.2000,8.9
10000,event-10000,56.1,112.46,29.03.2000,8.9
10001,event-10001,53.73,109.05,11.04.2000,9.2
10002,event-10002,53.29,116.2,12.04.2000,9
10003,event-10003,53.06,107.41,14.04.2000,9.7
10004,event-10004,52.82,107.41,14.04.2000,8.9
10005,event-10005,53.08,103.12,17.04.2000,8.6
10006,event-10006,55.92,113.99,19.04.2000,8.9
10007,event-10007,48.08,103.01,21.04.2000,9.2
10008,event-10008,51.7,103.88,21.04.2000,8.8
10009,event-10009,52.01,107.85,22.04.2000,10.3
10010,event-10010,51.73,101.82,22.04.2000,10.2
10011,event-10011,56.45,112.59,23.04.2000,9.6
10012,event-10012,51.64,102.08,27.04.2000,10.7
10013,event-10013,52.49,106.71,28.04.2000,8.8
10014,event-10014,54.5,110.11,03.05.2000,10.1
10015,event-10015,56.46,114.45,04.05.2000,9.9
10016,event-10016,51.67,104.54,06.05.2000,9.2
10017,event-10017,52.82,108.53,06.05.2000,9.2
10018,event-10018,55.73,110.24,07.05.2000,11.7
10019,event-10019,49.25,103.74,08.05.2000,10.7
10020,event-10020,56.34,112.88,08.05.2000,8.7
10021,event-10021,51.69,101.44,08.05.2000,9.4
10022,event-10022,52.12,106.36,11.05.2000,8.7
10023,event-10023,56.46,114.41,11.05.2000,10.1
10024,event-10024,55.8,114.39,12.05.2000,10
10025,event-10025,56.26,115.01,14.05.2000,8.7
10026,event-10026,49.22,105.03,17.05.2000,11.6
10027,event-10027,49.22,104.97,17.05.2000,11.2
10028,event-10028,49.31,105.1,17.05.2000,8.6
10029,event-10029,55.73,110.39,18.05.2000,8.9
10030,event-10030,49.25,105.06,21.05.2000,8.6
10031,event-10031,51.65,104.72,22.05.2000,9.1
10032,event-10032,49.22,105.02,22.05.2000,9.7
10033,event-10033,54.61,109.03,22.05.2000,10
10034,event-10034,54.47,110.06,23.05.2000,8.9
10035,event-10035,56.43,114.39,23.05.2000,10.6
10036,event-10036,49.27,105.05,24.05.2000,8.9
10037,event-10037,49.27,105.03,25.05.2000,9.5
10038,event-10038,55.23,113.38,25.05.2000,8.8
10039,event-10039,56.44,114.37,27.05.2000,9.4
10040,event-10040,56.39,118,27.05.2000,9.7
10041,event-10041,55.79,110.19,28.05.2000,9.2
10042,event-10042,55.74,110.27,28.05.2000,8.7
10043,event-10043,56.24,112.93,29.05.2000,9.1
10044,event-10044,55.73,110.16,29.05.2000,9
10045,event-10045,49.31,116.93,29.05.2000,10.4
10046,event-10046,50.86,102.85,31.05.2000,9.2
10047,event-10047,51.71,104.84,31.05.2000,13.4
10048,event-10048,51.83,104.89,31.05.2000,8.6
10049,event-10049,51.69,104.91,31.05.2000,8.7
10050,event-10050,51.67,104.91,31.05.2000,9.7
10051,event-10051,51.67,104.9,01.06.2000,8.9
10052,event-10052,51.72,104.9,01.06.2000,9.1
10053,event-10053,54.8,111.21,01.06.2000,9.2
10054,event-10054,52.42,108.5,01.06.2000,11.2
10055,event-10055,51.71,104.88,02.06.2000,9
10056,event-10056,51.77,104.95,02.06.2000,8.7
10057,event-10057,54.85,109.27,03.06.2000,11.2
10058,event-10058,54.9,111.34,05.06.2000,9.7
10059,event-10059,56.61,117.44,05.06.2000,9.2
10060,event-10060,56.13,113.84,06.06.2000,8.9
10061,event-10061,55.63,110.12,08.06.2000,9.8
10062,event-10062,54.32,121.67,09.06.2000,9
10063,event-10063,53.77,119.25,13.06.2000,8.7
10064,event-10064,53.64,108.27,13.06.2000,9.9
10065,event-10065,50.2,105.37,16.06.2000,9.5
10066,event-10066,54.35,120.62,22.06.2000,9.8
10067,event-10067,53.92,108.43,25.06.2000,9.2
10068,event-10068,48.05,103,26.06.2000,9.3
10069,event-10069,54.48,110.09,27.06.2000,8.9
10070,event-10070,48.1,103.03,29.06.2000,8.6
10071,event-10071,51.6,105.06,01.07.2000,9
10072,event-10072,55.86,110.23,02.07.2000,9.5
10073,event-10073,49.93,99.99,02.07.2000,9.1
10074,event-10074,54.84,110.43,05.07.2000,10.5
10075,event-10075,55.78,110.2,07.07.2000,9.7
10076,event-10076,55.43,109.07,10.07.2000,9.2
10077,event-10077,55.78,110.21,12.07.2000,9.1
10078,event-10078,56.25,116.21,15.07.2000,8.9
10079,event-10079,55.76,110.25,15.07.2000,8.9
10080,event-10080,52.4,108.54,18.07.2000,9.8
10081,event-10081,56.69,118.15,20.07.2000,9.2
10082,event-10082,55.8,110.25,23.07.2000,9.2
10083,event-10083,52.48,106.72,24.07.2000,8.7
10084,event-10084,55.76,110.22,24.07.2000,10
10085,event-10085,55.76,110.14,26.07.2000,9.9
10086,event-10086,52.7,108.54,27.07.2000,8.6
10087,event-10087,55.83,110.26,31.07.2000,8.6
10088,event-10088,55.71,114.42,02.08.2000,8.6
10089,event-10089,55.74,110.36,02.08.2000,8.6
10090,event-10090,52.28,106.56,02.08.2000,9.3
10091,event-10091,55.28,113.56,05.08.2000,9.1
10092,event-10092,56.41,113.86,05.08.2000,9.1
10093,event-10093,51.72,104.92,08.08.2000,8.7
10094,event-10094,54.51,110.04,10.08.2000,8.8
10095,event-10095,53.88,109.05,17.08.2000,8.7
10096,event-10096,52.58,106.54,18.08.2000,9.3
10097,event-10097,56.08,113.76,21.08.2000,9.1
10098,event-10098,54.46,110.64,27.08.2000,8.7
10099,event-10099,50.95,99.34,27.08.2000,9.6
10100,event-10100,51.69,103.97,06.09.2000,8.6
10101,event-10101,55.19,111.09,06.09.2000,8.6
10102,event-10102,55.79,110.58,08.09.2000,9.1
10103,event-10103,51.78,104.56,11.09.2000,10
10104,event-10104,56.43,114.12,11.09.2000,8.7
10105,event-10105,49.05,103.08,18.09.2000,9.5
10106,event-10106,52.99,107.86,24.09.2000,8.9
10107,event-10107,52.98,108.68,25.09.2000,10
10108,event-10108,56.19,115.93,29.09.2000,9
10109,event-10109,51.99,99.38,01.10.2000,8.6
10110,event-10110,51.73,101.85,03.10.2000,9.7
10111,event-10111,55.95,113.52,12.10.2000,9.7
10112,event-10112,53.14,114.77,13.10.2000,9.7
10113,event-10113,51.19,101.18,16.10.2000,8.8
10114,event-10114,55.75,110.21,19.10.2000,9.1
10115,event-10115,55.73,110.23,19.10.2000,10.3
10116,event-10116,55.85,110.34,21.10.2000,8.7
10117,event-10117,52.55,100.59,25.10.2000,9.5
10118,event-10118,54.06,115.52,26.10.2000,9
10119,event-10119,53.91,109.02,30.10.2000,9
10120,event-10120,55.69,110.21,01.11.2000,9.1
10121,event-10121,51.07,103.81,07.11.2000,9.5
10122,event-10122,56.46,112.94,09.11.2000,9.3
10123,event-10123,51.83,101.28,09.11.2000,10
10124,event-10124,48.08,101.32,10.11.2000,9
10125,event-10125,56.17,112.31,10.11.2000,9.7
10126,event-10126,50.18,105.39,11.11.2000,10.7
10127,event-10127,52.78,100.09,13.11.2000,9.5
10128,event-10128,55.74,110.17,14.11.2000,9.4
10129,event-10129,56.19,116.79,19.11.2000,8.8
10130,event-10130,56.19,114.46,20.11.2000,9.3
10131,event-10131,50.44,102.95,21.11.2000,11.9
10132,event-10132,52.98,108.18,21.11.2000,9.9
10133,event-10133,54.76,110.71,22.11.2000,9.5
10134,event-10134,54.77,110.72,23.11.2000,9.6
10135,event-10135,53.34,109.64,26.11.2000,9.7
10136,event-10136,55.83,111.85,29.11.2000,9.3
10137,event-10137,55.43,113.14,29.11.2000,8.9
10138,event-10138,55.51,111.43,30.11.2000,8.6
10139,event-10139,55.19,110.55,30.11.2000,9.4
10140,event-10140,55.9,113.45,01.12.2000,8.9
10141,event-10141,55.46,113.15,08.12.2000,9.6
10142,event-10142,55.07,110.65,08.12.2000,9.6
10143,event-10143,55.26,113.29,09.12.2000,8.6
10144,event-10144,55.64,110.31,09.12.2000,9.2
10145,event-10145,55.38,112.31,10.12.2000,9.3
10146,event-10146,57.18,118.58,11.12.2000,9.5
10147,event-10147,55.12,112.5,13.12.2000,8.7
10148,event-10148,52.31,100.79,13.12.2000,10.1
10149,event-10149,53.16,107.84,16.12.2000,8.9
10150,event-10150,53.15,107.82,16.12.2000,9.3
10151,event-10151,53.16,107.86,16.12.2000,8.7
10152,event-10152,55.73,110.24,17.12.2000,9.7
10153,event-10153,48.94,119.93,17.12.2000,11.9
10154,event-10154,55.74,110.2,19.12.2000,8.6
10155,event-10155,51.68,104.73,23.12.2000,8.6
10156,event-10156,51.67,100.48,23.12.2000,9.2
10157,event-10157,51.35,102.23,28.12.2000,8.6
10158,event-10158,55.17,111.58,30.12.2000,10.3
10159,event-10159,55.17,111.55,30.12.2000,8.9
10160,event-10160,49.98,117.59,04.01.2001,8.9
10161,event-10161,54.68,112.37,11.01.2001,9.6
10162,event-10162,53.26,108.34,14.01.2001,10.9
10163,event-10163,57.36,118.76,18.01.2001,9.6
10164,event-10164,54.97,110.6,18.01.2001,10
10165,event-10165,55.72,110.16,21.01.2001,9.2
10166,event-10166,49.18,120.61,22.01.2001,8.8
10167,event-10167,49.07,120.57,22.01.2001,9.3
10168,event-10168,48.95,120.93,22.01.2001,11.9
10169,event-10169,49.23,105.01,23.01.2001,9.2
10170,event-10170,50.51,112.15,28.01.2001,8.6
10171,event-10171,55.6,111.99,28.01.2001,9.2
10172,event-10172,53.1,108.55,28.01.2001,8.6
10173,event-10173,50.14,109.19,29.01.2001,10.6
10174,event-10174,53.69,108.99,01.02.2001,8.9
10175,event-10175,53.11,108.5,01.02.2001,9
10176,event-10176,53.11,108.53,02.02.2001,8.6
10177,event-10177,54.79,110.64,04.02.2001,8.6
10178,event-10178,56.54,114.58,06.02.2001,8.6
10179,event-10179,53.17,108.49,07.02.2001,8.7
10180,event-10180,56.06,113.83,12.02.2001,9.2
10181,event-10181,49.03,101.77,13.02.2001,9.4
10182,event-10182,54.18,110.42,17.02.2001,8.8
10183,event-10183,52.1,106.37,17.02.2001,9.4
10184,event-10184,55.03,109.3,21.02.2001,8.8
10185,event-10185,55.74,109.99,21.02.2001,9.4
10186,event-10186,55.74,110.08,21.02.2001,8.9
10187,event-10187,48.02,102.97,22.02.2001,9.3
10188,event-10188,50.59,103.61,22.02.2001,9.2
10189,event-10189,53.11,107.58,23.02.2001,9.2
10190,event-10190,55.28,114.15,23.02.2001,9.4
10191,event-10191,55.24,114.14,23.02.2001,8.6
10192,event-10192,55.12,109.17,23.02.2001,9.1
10193,event-10193,51.31,108.43,23.02.2001,8.8
10194,event-10194,52.64,107.09,25.02.2001,9
10195,event-10195,53.12,107.58,27.02.2001,10.2
10196,event-10196,55.15,113.2,04.03.2001,9.9
10197,event-10197,56.22,113.71,04.03.2001,8.8
10198,event-10198,54.31,100.26,06.03.2001,9
10199,event-10199,50.51,120.22,06.03.2001,8.8
10200,event-10200,55.43,109.4,08.03.2001,9.4
10201,event-10201,55.79,110.14,09.03.2001,9.1
10202,event-10202,52.54,107.25,09.03.2001,9.1
10203,event-10203,56.1,114.02,10.03.2001,8.6
10204,event-10204,51.73,103.8,13.03.2001,8.6
10205,event-10205,55.09,110.82,15.03.2001,9.5
10206,event-10206,56.45,118.41,21.03.2001,9.7
10207,event-10207,55.46,113.69,24.03.2001,9.3
10208,event-10208,51.74,102.05,31.03.2001,8.7
10209,event-10209,56.82,119.72,31.03.2001,12.4
10210,event-10210,53.87,110.2,02.04.2001,9
10211,event-10211,55.04,110.81,06.04.2001,9.2
10212,event-10212,56.2,116.6,12.04.2001,8.7
10213,event-10213,56.11,113.89,17.04.2001,9.7
10214,event-10214,53.09,108.17,17.04.2001,9.8
10215,event-10215,52.31,106.39,17.04.2001,9.4
10216,event-10216,52.13,102.38,19.04.2001,11.7
10217,event-10217,48.42,117.26,20.04.2001,10.3
10218,event-10218,55.23,114.16,22.04.2001,9.2
10219,event-10219,56.07,114.52,23.04.2001,9.6
10220,event-10220,53.82,109.08,24.04.2001,8.9
10221,event-10221,55.09,110.83,25.04.2001,8.9
10222,event-10222,52.85,107.13,26.04.2001,9.6
10223,event-10223,56,111.19,07.05.2001,8.7
10224,event-10224,52.6,109.82,11.05.2001,10.6
10225,event-10225,49.14,99.2,11.05.2001,11.4
10226,event-10226,54.28,110.45,15.05.2001,9.6
10227,event-10227,54.62,109.62,20.05.2001,9.3
10228,event-10228,55.76,110.23,22.05.2001,9.2
10229,event-10229,52.86,107.39,25.05.2001,8.7
10230,event-10230,53.03,108.84,25.05.2001,8.8
10231,event-10231,55.12,112.63,27.05.2001,9.1
10232,event-10232,51.68,102.05,28.05.2001,9.5
10233,event-10233,52.77,106.97,04.06.2001,10.3
10234,event-10234,52.77,106.99,04.06.2001,9.4
10235,event-10235,54.94,112.62,04.06.2001,8.6
10236,event-10236,51.63,101.5,07.06.2001,8.9
10237,event-10237,55.14,110.59,15.06.2001,8.9
10238,event-10238,56.01,113.44,24.06.2001,8.7
10239,event-10239,56.13,113.77,24.06.2001,10
10240,event-10240,48.35,114.07,27.06.2001,8.7
10241,event-10241,55.83,113.4,27.06.2001,8.9
10242,event-10242,55.89,110.29,05.07.2001,10.4
10243,event-10243,55.88,110.36,05.07.2001,10.6
10244,event-10244,55.78,110.18,05.07.2001,8.6
10245,event-10245,53.76,109.01,08.07.2001,8.8
10246,event-10246,56.27,114.3,11.07.2001,10.7
10247,event-10247,55.48,113.86,11.07.2001,8.9
10248,event-10248,54.51,110.82,13.07.2001,8.9
10249,event-10249,54.65,112.37,15.07.2001,9.6
10250,event-10250,49.49,99.74,15.07.2001,8.7
10251,event-10251,49.51,99.74,15.07.2001,9
10252,event-10252,53.07,107.96,17.07.2001,9.4
10253,event-10253,54.92,111.22,18.07.2001,9.5
10254,event-10254,54,110.26,23.07.2001,9.2
10255,event-10255,53.29,108.58,24.07.2001,10.3
10256,event-10256,54.95,109.33,30.07.2001,9.5
10257,event-10257,56.28,112.51,30.07.2001,9.1
10258,event-10258,48.96,118.19,01.08.2001,9.9
10259,event-10259,48.68,119.56,02.08.2001,9.4
10260,event-10260,56.21,111.7,03.08.2001,9.2
10261,event-10261,52.46,106.77,05.08.2001,8.9
10262,event-10262,52.78,100.31,05.08.2001,9.4
10263,event-10263,51.68,104.02,11.08.2001,9.1
10264,event-10264,53.07,108,16.08.2001,10.1
10265,event-10265,51.96,105.63,20.08.2001,10.3
10266,event-10266,55.14,113.16,20.08.2001,9.3
10267,event-10267,53.04,114.26,23.08.2001,9
10268,event-10268,53.36,107.61,24.08.2001,9.6
10269,event-10269,51.33,102.37,25.08.2001,8.9
10270,event-10270,56.12,114.84,26.08.2001,8.6
10271,event-10271,55.37,113.81,26.08.2001,8.9
10272,event-10272,56.19,114.72,28.08.2001,8.9
10273,event-10273,55.15,110.81,01.09.2001,9
10274,event-10274,55.73,110.32,03.09.2001,8.7
10275,event-10275,55.03,109.27,11.09.2001,9.4
10276,event-10276,48.2,103.03,14.09.2001,8.8
10277,event-10277,56,113.46,15.09.2001,8.6
10278,event-10278,55.67,115.69,16.09.2001,10.2
10279,event-10279,49.23,104.99,17.09.2001,9
10280,event-10280,52.74,100.38,19.09.2001,9.9
10281,event-10281,54.7,111.2,21.09.2001,9.2
10282,event-10282,56.19,114.84,22.09.2001,11.4
10283,event-10283,54.91,109.39,22.09.2001,8.7
10284,event-10284,48.57,116.28,24.09.2001,9.5
10285,event-10285,52.53,106.78,25.09.2001,9.8
10286,event-10286,55.34,121.62,26.09.2001,8.9
10287,event-10287,53.08,108.02,26.09.2001,9.8
10288,event-10288,52.54,99.72,27.09.2001,9
10289,event-10289,50.53,112.12,30.09.2001,8.6
10290,event-10290,54.91,111.14,01.10.2001,10.8
10291,event-10291,55.07,110.62,04.10.2001,8.7
10292,event-10292,56.03,114.83,06.10.2001,9.9
10293,event-10293,49.63,106.58,06.10.2001,10.3
10294,event-10294,51.85,99.47,06.10.2001,9
10295,event-10295,51.73,103.78,06.10.2001,9.3
10296,event-10296,56.24,112.69,07.10.2001,8.8
10297,event-10297,55.05,111.45,07.10.2001,9.3
10298,event-10298,52.43,106.66,10.10.2001,12.8
10299,event-10299,50.8,103.19,14.10.2001,9.1
10300,event-10300,54.02,111.3,17.10.2001,8.8
10301,event-10301,49.16,120.59,22.10.2001,8.9
10302,event-10302,55.79,111.06,28.10.2001,9
10303,event-10303,56.06,113.6,28.10.2001,9.3
10304,event-10304,57.49,119.39,30.10.2001,10.8
10305,event-10305,52.65,106.95,30.10.2001,9.3
10306,event-10306,54.31,111.27,01.11.2001,8.9
10307,event-10307,56.57,117.23,06.11.2001,8.9
10308,event-10308,56.47,116.86,09.11.2001,9.5
10309,event-10309,56.11,113.56,13.11.2001,9.1
10310,event-10310,48.69,102.92,13.11.2001,9.3
10311,event-10311,48.71,102.88,13.11.2001,8.6
10312,event-10312,48.75,104.01,14.11.2001,8.8
10313,event-10313,56.11,113.04,15.11.2001,8.6
10314,event-10314,52.38,106.11,15.11.2001,8.7
10315,event-10315,49.51,99.69,16.11.2001,8.8
10316,event-10316,49.04,114.97,17.11.2001,10.1
10317,event-10317,55.75,113.99,22.11.2001,9.2
10318,event-10318,56.14,114.1,25.11.2001,9.4
10319,event-10319,56.11,113.7,26.11.2001,9.1
10320,event-10320,53.08,108,29.11.2001,10.8
10321,event-10321,48.16,101.08,29.11.2001,9.2
10322,event-10322,53.06,108.02,29.11.2001,10.5
10323,event-10323,49.8,107.66,30.11.2001,10.5
10324,event-10324,54.78,111,02.12.2001,8.7
10325,event-10325,56.34,112.49,06.12.2001,10.2
10326,event-10326,53.11,108.55,07.12.2001,10.4
10327,event-10327,56.33,112.55,09.12.2001,8.6
10328,event-10328,55.57,112.45,10.12.2001,9.2
10329,event-10329,56.15,113.24,12.12.2001,9.8
10330,event-10330,53.17,107.68,12.12.2001,8.6
10331,event-10331,51.11,108,12.12.2001,10.3
10332,event-10332,51.43,112,15.12.2001,9.9
10333,event-10333,56.07,114.84,17.12.2001,8.7
10334,event-10334,55.29,110.25,17.12.2001,8.7
10335,event-10335,53.64,108.96,18.12.2001,8.8
10336,event-10336,51.6,105.09,20.12.2001,8.8
10337,event-10337,55.93,110.28,20.12.2001,9.4
10338,event-10338,55.09,110.8,22.12.2001,8.6
10339,event-10339,51.96,99.43,29.12.2001,9
10340,event-10340,57.35,119.12,30.12.2001,8.6
10341,event-10341,51.93,100.66,31.12.2001,10.7
10342,event-10342,52.26,100.22,21.01.2002,9
10343,event-10343,55.74,110.22,22.01.2002,9.4
10344,event-10344,49.13,106.8,23.01.2002,9.4
10345,event-10345,49.18,106.72,24.01.2002,8.9
10346,event-10346,55,111.01,26.01.2002,8.8
10347,event-10347,55.03,111.68,26.01.2002,13
10348,event-10348,55.04,111.69,26.01.2002,12.5
10349,event-10349,55.04,111.69,26.01.2002,9.7
10350,event-10350,55.03,111.66,28.01.2002,8.7
10351,event-10351,51.53,104.77,29.01.2002,9.3
10352,event-10352,51.55,104.77,29.01.2002,9.1
10353,event-10353,55.04,111.66,29.01.2002,8.9
10354,event-10354,55.57,112.12,03.02.2002,8.7
10355,event-10355,55.58,112.15,03.02.2002,8.9
10356,event-10356,51.42,99.59,06.02.2002,9
10357,event-10357,48.72,106.62,07.02.2002,10.5
10358,event-10358,53.09,107.98,08.02.2002,10.9
10359,event-10359,53.08,108.01,08.02.2002,8.9
10360,event-10360,55.08,110.64,12.02.2002,10.6
10361,event-10361,53.31,107.4,13.02.2002,8.9
10362,event-10362,50.27,105.43,13.02.2002,8.9
10363,event-10363,53.09,108,15.02.2002,11.3
10364,event-10364,55.44,111.85,18.02.2002,9
10365,event-10365,55.83,110.65,19.02.2002,8.6
10366,event-10366,55.51,109.49,20.02.2002,10.1
10367,event-10367,55.52,109.47,20.02.2002,9.5
10368,event-10368,55.53,109.48,20.02.2002,9.3
10369,event-10369,49.31,119.32,20.02.2002,8.6
10370,event-10370,55.85,111.78,21.02.2002,8.7
10371,event-10371,48.75,114.09,25.02.2002,9.6
10372,event-10372,53.54,108.36,01.03.2002,9.2
10373,event-10373,54.6,112.26,02.03.2002,8.6
10374,event-10374,56.06,111.46,03.03.2002,11.1
10375,event-10375,51.69,102.03,06.03.2002,10.1
10376,event-10376,55.74,110.23,07.03.2002,10
10377,event-10377,55.76,110.22,07.03.2002,9.7
10378,event-10378,51.62,107.85,10.03.2002,10.2
10379,event-10379,55.76,110.24,11.03.2002,8.7
10380,event-10380,55.75,110.23,11.03.2002,9.5
10381,event-10381,54.65,110.23,22.03.2002,8.6
10382,event-10382,54.21,120.93,23.03.2002,9.3
10383,event-10383,52.92,108.09,26.03.2002,8.7
10384,event-10384,55.87,110.88,30.03.2002,8.6
10385,event-10385,56,114.84,02.04.2002,9.6
10386,event-10386,51.61,102.15,03.04.2002,10.6
10387,event-10387,55.85,110.17,05.04.2002,8.7
10388,event-10388,50.25,105.43,09.04.2002,8.9
10389,event-10389,52.56,101.33,09.04.2002,9.8
10390,event-10390,49,117.45,11.04.2002,8.6
10391,event-10391,55.81,110.24,14.04.2002,9.2
10392,event-10392,55.22,110.92,14.04.2002,8.7
10393,event-10393,54.96,111.22,15.04.2002,8.6
10394,event-10394,56.31,114.27,16.04.2002,9.2
10395,event-10395,56.3,114.08,18.04.2002,9.1
10396,event-10396,57.14,118.84,20.04.2002,9.6
10397,event-10397,53.08,107.86,22.04.2002,9.8
10398,event-10398,51.14,109.82,26.04.2002,8.9
10399,event-10399,56.1,113.52,26.04.2002,9.1
10400,event-10400,52.54,107.06,26.04.2002,8.8
10401,event-10401,55.87,113.43,27.04.2002,8.6
10402,event-10402,55.77,110.18,28.04.2002,8.7
10403,event-10403,53.08,107.85,29.04.2002,9.2
10404,event-10404,48.38,103.08,29.04.2002,8.6
10405,event-10405,52.58,106.53,29.04.2002,8.7
10406,event-10406,54.45,108.88,30.04.2002,9.8
10407,event-10407,53.63,99.78,03.05.2002,9.6
10408,event-10408,56.23,116.47,05.05.2002,10.3
10409,event-10409,53.25,108.27,07.05.2002,9.8
10410,event-10410,54.84,106.72,08.05.2002,9.2
10411,event-10411,54.11,111.06,11.05.2002,8.9
10412,event-10412,51.7,104.93,12.05.2002,10.1
10413,event-10413,55.36,113.9,19.05.2002,9.7
10414,event-10414,55.78,110.14,21.05.2002,8.8
10415,event-10415,55.74,110.14,26.05.2002,9.4
10416,event-10416,55.65,109.26,27.05.2002,9.2
10417,event-10417,54.99,111.51,31.05.2002,8.9
10418,event-10418,52.87,119.29,02.06.2002,8.8
10419,event-10419,52.12,105.76,05.06.2002,9.2
10420,event-10420,53.6,99.72,07.06.2002,10.4
10421,event-10421,50.54,99.56,07.06.2002,9.3
10422,event-10422,50.6,99.61,07.06.2002,8.8
10423,event-10423,53.63,99.7,08.06.2002,9.3
10424,event-10424,56.31,114.06,12.06.2002,8.9
10425,event-10425,55.03,111.63,15.06.2002,8.6
10426,event-10426,55.04,111.63,15.06.2002,8.8
10427,event-10427,55.04,111.63,16.06.2002,9.9
10428,event-10428,55.76,110.15,16.06.2002,10.1
10429,event-10429,55.94,113.41,16.06.2002,9.1
10430,event-10430,55.79,110.16,17.06.2002,8.8
10431,event-10431,55.24,109.47,21.06.2002,9.7
10432,event-10432,49.26,102.39,23.06.2002,9.8
10433,event-10433,56.14,113.85,28.06.2002,9.1
10434,event-10434,54.99,110.65,29.06.2002,9.1
10435,event-10435,53.73,108.54,03.07.2002,10.1
10436,event-10436,52.73,107.78,06.07.2002,9.5
10437,event-10437,53.13,119.58,13.07.2002,8.8
10438,event-10438,51.57,104.69,13.07.2002,8.7
